call, 15, 5133, 
called, 13, 5148, 
callimastian, 1, 5161, 
callous, 1, 5162, 
calm, 1, 5163, 
calmly, 1, 5164, 
calorie, 1, 5165, 
cambodia, 2, 5166, 
cambodian, 1, 5168, 
cambon, 1, 5169, 
came, 14, 5170, 
camel, 2, 5184, 
cameo, 7, 5186, 
camera, 15, 5193, 
cameraman, 2, 5208, 
camerawork, 1, 5210, 
camouflage, 1, 5211, 
camp, 3, 5212, 
camping, 1, 5215, 
campy, 1, 5216, 
can, 70, 5217, 
canada, 1, 5287, 
canby, 1, 5288, 
cancel, 1, 5289, 
canceled, 1, 5290, 
candal, 1, 5291, 
candy, 1, 5292, 
cane, 1, 5293, 
canned, 1, 5294, 
cannon, 2, 5295, 
cannonball, 1, 5297, 
cannot, 10, 5298, 
cantankerous, 1, 5308, 
cantina, 1, 5309, 
cap, 1, 5310, 
capable, 3, 5311, 
capably, 2, 5314, 
capacity, 1, 5316, 
cape, 1, 5317, 
capital, 1, 5318, 
capitalism, 1, 5319, 
capone, 3, 5320, 
capping, 1, 5323, 
capra, 3, 5324, 
capsule, 37, 5327, 
captain, 2, 5364, 
captivated, 1, 5366, 
capture, 10, 5367, 
captured, 3, 5377, 
capturing, 1, 5380, 
car, 14, 5381, 
car?, 1, 5395, 
caravaggio, 1, 5396, 
cardboard, 2, 5397, 
care, 15, 5399, 
career, 3, 5414, 
careful, 1, 5417, 
carefully, 6, 5418, 
caribbean, 1, 5424, 
caricature, 2, 5425, 
caring, 3, 5427, 
carl, 2, 5430, 
carla, 1, 5432, 
carle, 1, 5433, 
carlo, 1, 5434, 
carol, 1, 5435, 
carole, 1, 5436, 
carradine, 1, 5437, 
carrboro, 3, 5438, 
carrie, 1, 5441, 
carried, 4, 5442, 
carrot, 1, 5446, 
carry, 9, 5447, 
carrying, 2, 5456, 
carter, 2, 5458, 
carved, 1, 5460, 
casablanca, 1, 5461, 
case, 8, 5462, 
casino, 1, 5470, 
cassidy, 1, 5471, 
cast, 28, 5472, 
castle, 4, 5500, 
cat, 1, 5504, 
cataclysmic, 1, 5505, 
catalyst, 1, 5506, 
catarina, 1, 5507, 
catch, 3, 5508, 
category, 2, 5511, 
caterpillar, 1, 5513, 
catherine, 1, 5514, 
catholic, 2, 5515, 
cathy, 1, 5517, 
catkill, 1, 5518, 
caught, 1, 5519, 
cause, 5, 5520, 
caused, 6, 5525, 
causing, 3, 5531, 
cavalier, 1, 5534, 
caveat, 1, 5535, 
cavett, 1, 5536, 
cci, 10, 5537, 
ceddo, 1, 5547, 
celebrate, 1, 5548, 
celebrating, 1, 5549, 
celebration, 1, 5550, 
celebrity, 2, 5551, 
cell, 1, 5553, 
cellar, 1, 5554, 
cellist, 2, 5555, 
center, 9, 5557, 
centered, 1, 5566, 
central, 3, 5567, 
century, 7, 5570, 
cerebral, 1, 5577, 
ceremony, 1, 5578, 
certain, 11, 5579, 
certainly, 17, 5590, 
chaer, 1, 5607, 
chain, 3, 5608, 
chained, 1, 5611, 
chair, 1, 5612, 
challenge, 2, 5613, 
chambon, 1, 5615, 
chameleon, 1, 5616, 
champ, 1, 5617, 
champagne, 2, 5618, 
champion, 3, 5620, 
chance, 6, 5623, 
chandler, 1, 5629, 
change, 11, 5630, 
changed, 6, 5641, 
changing, 1, 5647, 
channel, 2, 5648, 
chao, 2, 5650, 
chaotic, 1, 5652, 
chapter, 2, 5653, 
character, 69, 5655, 
characteristic, 1, 5724, 
characteritic, 1, 5725, 
characterization, 5, 5726, 
charge, 3, 5731, 
charged, 1, 5734, 
charging, 1, 5735, 
charisma, 2, 5736, 
charismatic, 2, 5738, 
charity, 1, 5740, 
charle, 5, 5741, 
charleen, 1, 5746, 
charlie, 1, 5747, 
charlotte, 1, 5748, 
charm, 6, 5749, 
charming, 3, 5755, 
chase, 10, 5758, 
chased, 1, 5768, 
chaste, 1, 5769, 
chauffeuring, 1, 5770, 
cheap, 3, 5771, 
cheapness, 1, 5774, 
checked, 1, 5775, 
checking, 1, 5776, 
cheek, 4, 5777, 
cheer, 1, 5781, 
cheerful, 2, 5782, 
chef, 2, 5784, 
chemistry, 2, 5786, 
cher, 3, 5788, 
cherry, 2, 5791, 
cheryl, 1, 5793, 
chest, 2, 5794, 
chewbacca, 1, 5796, 
chewing, 1, 5797, 
chicago, 8, 5798, 
chicken, 2, 5806, 
chicken?, 1, 5808, 
chief, 4, 5809, 
chiefly, 1, 5813, 
chih, 1, 5814, 
child, 5, 5815, 
childhood, 2, 5820, 
childish, 1, 5822, 
childishness, 1, 5823, 
childlike, 1, 5824, 
children, 15, 5825, 
chilling, 1, 5840, 
chimp, 1, 5841, 
chimpanzee, 1, 5842, 
china, 3, 5843, 
chinese, 2, 5846, 
chip, 1, 5848, 
chistopher, 1, 5849, 
choi, 1, 5850, 
choice, 3, 5851, 
chomping, 1, 5854, 
chool, 1, 5855, 
choose, 1, 5856, 
choose}!ucbvax!miro!stephen, 1, 5857, 
choosing, 1, 5858, 
chore, 2, 5859, 
choreographed, 2, 5861, 
chose, 3, 5863, 
chosen, 3, 5866, 
chri, 5, 5869, 
christ, 1, 5874, 
christian, 1, 5875, 
christianity, 1, 5876, 
christie, 1, 5877, 
christopher, 3, 5878, 
chritma, 1, 5881, 
chronicle, 2, 5882, 
chtick, 1, 5884, 
chuck, 2, 5885, 
chuckle, 1, 5887, 
chuckling, 1, 5888, 
church, 3, 5889, 
churchill, 1, 5892, 
churlish, 1, 5893, 
churning, 1, 5894, 
cia, 3, 5895, 
cientit, 2, 5898, 
cigar, 3, 5900, 
cinema, 7, 5903, 
cinematic, 6, 5910, 
cinematographer, 3, 5916, 
cinematographic, 1, 5919, 
cinematography, 9, 5920, 
cinemax, 1, 5929, 
cior, 1, 5930, 
cipher, 1, 5931, 
circuit, 1, 5932, 
circumstance, 1, 5933, 
citizen, 2, 5934, 
citizenship, 1, 5936, 
city, 14, 5937, 
civil, 1, 5951, 
civilization, 1, 5952, 
civilized, 2, 5953, 
claim, 4, 5955, 
claimed, 3, 5959, 
claiming, 2, 5962, 
claire, 1, 5964, 
clan, 1, 5965, 
clare, 1, 5966, 
clarity, 1, 5967, 
clark, 4, 5968, 
clark%ics@sdcsvax.ucsd.edu, 1, 5972, 
clark@nprdc.arpa, 1, 5973, 
clash, 1, 5974, 
clashe, 1, 5975, 
clashing, 1, 5976, 
class, 7, 5977, 
classe, 2, 5984, 
classic, 10, 5986, 
classmate, 1, 5996, 
classroom, 1, 5997, 
claude, 1, 5998, 
clavell, 1, 5999, 
clay, 1, 6000, 
clean, 4, 6001, 
cleaned, 1, 6005, 
cleaning, 1, 6006, 
clear, 11, 6007, 
clearest, 1, 6018, 
clearly, 3, 6019, 
clell, 1, 6022, 
clerk, 3, 6023, 
clever, 8, 6026, 
cleverly, 1, 6034, 
cleverness, 1, 6035, 
cliche, 7, 6036, 
cliched, 1, 6043, 
click, 1, 6044, 
client, 2, 6045, 
climactic, 1, 6047, 
climate, 1, 6048, 
climatic, 2, 6049, 
climax, 1, 6051, 
climb, 3, 6052, 
clip, 4, 6055, 
clipped, 1, 6059, 
clipped,, 1, 6060, 
cloaking, 1, 6061, 
clockwork, 1, 6062, 
clone, 1, 6063, 
close, 10, 6064, 
closer, 2, 6074, 
closest, 3, 6076, 
closet, 1, 6079, 
closet., 1, 6080, 
closing, 3, 6081, 
cloth, 1, 6084, 
clothe, 1, 6085, 
clothing, 1, 6086, 
cloud, 1, 6087, 
clouseau, 1, 6088, 
cloying, 3, 6089, 
club, 2, 6092, 
clue, 5, 6094, 
clumsy, 1, 6099, 
clutche, 1, 6100, 
clyde, 1, 6101, 
co, 3, 6102, 
coach, 4, 6105, 
coache, 1, 6109, 
coached, 1, 6110, 
coasted, 1, 6111, 
cobb, 2, 6112, 
cobra, 1, 6114, 
cockney, 1, 6115, 
cocky, 1, 6116, 
coconut, 1, 6117, 
code, 1, 6118, 
coen, 3, 6119, 
coffee, 3, 6122, 
cognate, 1, 6125, 
cognitive, 1, 6126, 
cohen, 1, 6127, 
coil, 1, 6128, 
coincidence, 4, 6129, 
coincidental, 1, 6133, 
col, 1, 6134, 
cold, 3, 6135, 
collaborate, 2, 6138, 
collaborated, 1, 6140, 
collaborating, 1, 6141, 
collaboration, 1, 6142, 
collachia, 1, 6143, 
collar, 1, 6144, 
collect, 1, 6145, 
collection, 1, 6146, 
collective, 1, 6147, 
collector, 1, 6148, 
college, 1, 6149, 
collin, 1, 6150, 
collision, 1, 6151, 
colonial, 1, 6152, 
color, 6, 6153, 
colored, 1, 6159, 
colorful, 2, 6160, 
colorless, 1, 6162, 
colton, 1, 6163, 
columbia, 2, 6164, 
columbo, 1, 6166, 
columbus, 2, 6167, 
column, 1, 6169, 
columnist, 1, 6170, 
combat, 3, 6171, 
combine, 5, 6174, 
combined, 6, 6179, 
combining, 3, 6185, 
come, 45, 6188, 
comedian, 1, 6233, 
comedic, 2, 6234, 
comedienne, 1, 6236, 
comedy, 33, 6237, 
comedy...and, 1, 6270, 
comedy/drama, 1, 6271, 
comfort, 1, 6272, 
comfortable, 2, 6273, 
comic, 19, 6275, 
coming, 9, 6294, 
command, 1, 6303, 
commander, 1, 6304, 
commando, 2, 6305, 
comment, 14, 6307, 
comment/criticim, 120, 6321, 
commentary, 2, 6441, 
commented, 2, 6443, 
commercial, 5, 6445, 
commit, 1, 6450, 
committed, 4, 6451, 
committee, 1, 6455, 
committing, 1, 6456, 
common, 4, 6457, 
communicate, 2, 6461, 
communist, 1, 6463, 
community, 8, 6464, 
companion, 2, 6472, 
company, 10, 6474, 
comparable, 1, 6484, 
comparative, 1, 6485, 
comparatively, 1, 6486, 
compare, 1, 6487, 
compared, 2, 6488, 
comparion, 2, 6490, 
comparison, 6, 6492, 
comparitive, 1, 6498, 
compassionate, 1, 6499, 
compelling, 3, 6500, 
compete, 2, 6503, 
competent, 6, 6505, 
competing, 1, 6511, 
competition, 3, 6512, 
complain, 4, 6515, 
complained, 2, 6519, 
complaint, 4, 6521, 
complement, 1, 6525, 
complete, 9, 6526, 
completely, 7, 6535, 
completit, 1, 6542, 
complex, 6, 6543, 
complexity, 2, 6549, 
complicate, 1, 6551, 
complicated, 2, 6552, 
complicating, 1, 6554, 
complication, 2, 6555, 
compliment, 1, 6557, 
composed, 1, 6558, 
composer, 1, 6559, 
composition, 1, 6560, 
compromise, 1, 6561, 
computer, 4, 6562, 
comrade, 1, 6566, 
con, 1, 6567, 
conan, 2, 6568, 
conceion, 1, 6570, 
conceit, 1, 6571, 
concentrate, 1, 6572, 
concentrated, 1, 6573, 
concentrating, 1, 6574, 
concentration, 1, 6575, 
concept, 14, 6576, 
conception, 1, 6590, 
concern, 3, 6591, 
concerned, 2, 6594, 
concert, 2, 6596, 
conclude, 2, 6598, 
concluding, 1, 6600, 
conclusion, 7, 6601, 
concoct, 1, 6608, 
condescension, 1, 6609, 
condition, 3, 6610, 
conditioning, 1, 6613, 
condo, 1, 6614, 
coney, 2, 6615, 
confidence, 1, 6617, 
confident, 1, 6618, 
confirm, 2, 6619, 
confirmed, 1, 6621, 
conflict, 4, 6622, 
confront, 1, 6626, 
confrontation, 3, 6627, 
confused, 3, 6630, 
confusing, 1, 6633, 
confusion, 1, 6634, 
conit, 1, 6635, 
conjunction, 1, 6636, 
connected, 2, 6637, 
connecticut, 1, 6639, 
connecting, 1, 6640, 
connection, 4, 6641, 
connelly, 1, 6645, 
connery, 6, 6646, 
connie, 2, 6652, 
connoisseur, 1, 6654, 
conquering, 1, 6655, 
conscience, 1, 6656, 
conscious, 1, 6657, 
consciously, 2, 6658, 
consciousness, 2, 6660, 
consensus, 1, 6662, 
consequence, 3, 6663, 
conservative, 1, 6666, 
consider, 5, 6667, 
considerable, 2, 6672, 
considerably, 1, 6674, 
consideration, 1, 6675, 
considered, 4, 6676, 
considering, 2, 6680, 
consisted, 1, 6682, 
consistency, 3, 6683, 
consistent, 2, 6686, 
consistently, 2, 6688, 
conspiracy, 1, 6690, 
constant, 2, 6691, 
constantly, 5, 6693, 
constipation, 1, 6698, 
constitute, 1, 6699, 
construction, 2, 6700, 
consultant, 2, 6702, 
consumed, 1, 6704, 
consumer, 1, 6705, 
contact, 1, 6706, 
contain, 7, 6707, 
contained, 3, 6714, 
contemplate, 1, 6717, 
contemporary, 1, 6718, 
contempt, 1, 6719, 
contend, 2, 6720, 
content, 120, 6722, 
contention, 1, 6842, 
contest, 1, 6843, 
continually, 1, 6844, 
continuation, 1, 6845, 
continue, 10, 6846, 
continued, 1, 6856, 
continuing, 1, 6857, 
continuity, 3, 6858, 
contract, 1, 6861, 
contracted, 1, 6862, 
contractor, 1, 6863, 
contradict, 1, 6864, 
contrast, 1, 6865, 
contributed, 1, 6866, 
contributing, 2, 6867, 
contribution, 2, 6869, 
contrived, 3, 6871, 
control, 120, 6874, 
controlled, 1, 6994, 
controversial, 3, 6995, 
controversy, 1, 6998, 
convenience, 1, 6999, 
convention, 3, 7000, 
converation, 2, 7003, 
conversation, 2, 7005, 
conversion, 120, 7007, 
converting, 1, 7127, 
conveyed, 1, 7128, 
convict, 1, 7129, 
conviction, 1, 7130, 
convince, 1, 7131, 
convinced, 3, 7132, 
convincing, 6, 7135, 
cooder, 1, 7141, 
coogan, 1, 7142, 
cook, 1, 7143, 
cooked, 1, 7144, 
cooking, 2, 7145, 
cool, 1, 7147, 
coolly, 1, 7148, 
coopersmith, 1, 7149, 
coor, 1, 7150, 
cop, 17, 7151, 
coppola, 1, 7168, 
cops...well, 1, 7169, 
copy, 1, 7170, 
copyright, 120, 7171, 
copyrighted, 1, 7291, 
core, 3, 7292, 
corman, 2, 7295, 
corn, 2, 7297, 
corner, 1, 7299, 
corniest, 1, 7300, 
corny, 2, 7301, 
coronation, 1, 7303, 
corporation, 3, 7304, 
corpse, 2, 7307, 
correctly, 1, 7309, 
correspondent, 1, 7310, 
corrupt, 2, 7311, 
corruption, 1, 7313, 
cost, 4, 7314, 
costello, 1, 7318, 
costly, 1, 7319, 
costner, 3, 7320, 
costume, 3, 7323, 
cotton, 1, 7326, 
couch, 1, 7327, 
could, 53, 7328, 
couldn, 3, 7381, 
council, 1, 7384, 
counseling, 1, 7385, 
count, 2, 7386, 
counted, 2, 7388, 
counterpoint, 1, 7390, 
counting, 3, 7391, 
country, 14, 7394, 
countrymen, 1, 7408, 
countryside, 1, 7409, 
couple, 12, 7410, 
coupled, 3, 7422, 
courage, 3, 7425, 
course, 27, 7428, 
court, 2, 7455, 
courtney, 1, 7457, 
courtroom, 1, 7458, 
cousin, 2, 7459, 
cover, 5, 7461, 
covet, 1, 7466, 
coward, 2, 7467, 
cowardly, 1, 7469, 
cowboy, 1, 7470, 
cox, 2, 7471, 
crack, 1, 7473, 
cracraft, 2, 7474, 
craft, 1, 7476, 
crafted, 3, 7477, 
craftsman, 1, 7480, 
craig, 6, 7481, 
crane, 1, 7487, 
crap, 1, 7488, 
crash, 2, 7489, 
craven, 2, 7491, 
crawl, 1, 7493, 
crazed, 1, 7494, 
crazy, 4, 7495, 
creak, 1, 7499, 
cream, 1, 7500, 
create, 13, 7501, 
created, 10, 7514, 
creating, 3, 7524, 
creation, 1, 7527, 
creative, 6, 7528, 
creatively, 1, 7534, 
creativity, 1, 7535, 
creature, 5, 7536, 
credibility, 1, 7541, 
credible, 3, 7542, 
credit, 19, 7545, 
credited, 3, 7564, 
creek, 1, 7567, 
creenplay, 2, 7568, 
creenwriter, 8, 7570, 
creep, 2, 7578, 
creeping, 1, 7580, 
creepshow, 1, 7581, 
creepy, 1, 7582, 
crescent, 1, 7583, 
crew, 4, 7584, 
cried, 1, 7588, 
crime, 13, 7589, 
criminal, 6, 7602, 
cripe, 1, 7608, 
cript, 2, 7609, 
cripter, 1, 7611, 
criptwriter, 1, 7612, 
crise, 1, 7613, 
crisp, 1, 7614, 
crisply, 1, 7615, 
criteria, 1, 7616, 
critic, 7, 7617, 
critical, 3, 7624, 
criticism, 2, 7627, 
critique, 1, 7629, 
cronenberg, 1, 7630, 
crook, 2, 7631, 
crooked, 1, 7633, 
crop, 1, 7634, 
cross, 5, 7635, 
crossed, 2, 7640, 
crowd, 3, 7642, 
crucifix, 1, 7645, 
crucify, 1, 7646, 
crude, 4, 7647, 
crudely, 1, 7651, 
cruel, 1, 7652, 
cruella, 1, 7653, 
crueller, 1, 7654, 
cruelty, 2, 7655, 
crumb, 1, 7657, 
crusading, 1, 7658, 
crushing, 1, 7659, 
cry, 3, 7660, 
cs!reiher, 2, 7663, 
csam}!fluke!moriarty, 28, 7665, 
csnet, 2, 7693, 
cuckoo, 1, 7695, 
culled, 1, 7696, 
culminating, 1, 7697, 
cult, 2, 7698, 
cultural, 1, 7700, 
culture, 3, 7701, 
cumbersome, 1, 7704, 
cup, 1, 7705, 
curiosity, 1, 7706, 
curious, 1, 7707, 
current, 4, 7708, 
currently, 2, 7712, 
curti, 3, 7714, 
cushing, 1, 7717, 
cut, 9, 7718, 
cute, 5, 7727, 
cutesey, 1, 7732, 
cutom, 1, 7733, 
cutomer, 1, 7734, 
cutout, 1, 7735, 
cutter, 1, 7736, 
cutting, 2, 7737, 
cy, 1, 7739, 
cyber, 1, 7740, 
cybernetic, 1, 7741, 
cyborg, 4, 7742, 
cyclone, 1, 7746, 
cynical, 3, 7747, 
cynicism, 1, 7750, 
cyphre, 2, 7751, 
cyrano, 2, 7753, 
cyrano,, 1, 7755, 
czar, 1, 7756, 
czech, 1, 7757, 
czechoslovakia, 2, 7758, 
d, 16, 7760, 
d+, 1, 7776, 
d.w, 1, 7777, 
da, 1, 7778, 
dad, 3, 7779, 
daily, 2, 7782, 
dale, 1, 7784, 
dalmatian, 1, 7785, 
dalton, 4, 7786, 
damage, 2, 7790, 
damaging, 1, 7792, 
dammit, 1, 7793, 
damsel, 1, 7794, 
dan, 4, 7795, 
dance, 6, 7799, 
dancer, 1, 7805, 
dancing, 3, 7806, 
danger, 7, 7809, 
danger!, 1, 7816, 
dangerous, 7, 7817, 
dangerously, 1, 7824, 
daniel, 2, 7825, 
danny, 5, 7827, 
dante, 1, 7832, 
daring, 1, 7833, 
dark, 2, 7834, 
darker, 1, 7836, 
darling, 1, 7837, 
darn, 1, 7838, 
darned, 2, 7839, 
darrel, 1, 7841, 
darryl, 1, 7842, 
dart, 1, 7843, 
daryl, 3, 7844, 
dashiell, 1, 7847, 
dashing, 1, 7848, 
data, 2, 7849, 
database, 120, 7851, 
date, 9, 7971, 
dated, 2, 7980, 
daughter, 13, 7982, 
davi, 1, 7995, 
david, 15, 7996, 
davy, 3, 8011, 
dawn, 1, 8014, 
day, 26, 8015, 
daydream, 2, 8041, 
daylight, 4, 8043, 
daytime, 1, 8047, 
dazzle, 1, 8048, 
dazzling, 1, 8049, 
dc, 1, 8050, 
de, 7, 8051, 
de.rec.film.kritiken, 120, 8058, 
dead, 13, 8178, 
deadly, 1, 8191, 
deal, 12, 8192, 
dealer, 2, 8204, 
dealership, 1, 8206, 
dealing, 3, 8207, 
dealt, 3, 8210, 
dear, 1, 8213, 
death, 13, 8214, 
debate, 1, 8227, 
debating, 1, 8228, 
debonair, 2, 8229, 
debt, 1, 8231, 
debut, 2, 8232, 
debutante, 1, 8234, 
decade, 5, 8235, 
decaying, 1, 8240, 
decendant, 1, 8241, 
decent, 6, 8242, 
deception, 1, 8248, 
decide, 11, 8249, 
decided, 5, 8260, 
deciding, 1, 8265, 
deciion, 2, 8266, 
decimation, 1, 8268, 
decision, 2, 8269, 
decline, 1, 8271, 
decribe, 2, 8272, 
dedicated, 2, 8274, 
deep, 3, 8276, 
deeply, 4, 8279, 
deer, 1, 8283, 
deerve, 6, 8284, 
defacing, 1, 8290, 
defecting, 1, 8291, 
defector, 1, 8292, 
defended, 1, 8293, 
defending, 2, 8294, 
defense, 2, 8296, 
deference, 2, 8298, 
defiantly, 1, 8300, 
defined, 1, 8301, 
defining, 1, 8302, 
definite, 3, 8303, 
definitely, 5, 8306, 
definition, 1, 8311, 
deformed, 1, 8312, 
deft, 1, 8313, 
defuse, 1, 8314, 
degenerate, 1, 8315, 
degree, 4, 8316, 
delight, 1, 8320, 
delightful, 2, 8321, 
delightfully, 1, 8323, 
delinquent, 1, 8324, 
deliver, 2, 8325, 
delivered, 2, 8327, 
delivering, 1, 8329, 
delusion, 1, 8330, 
demme, 1, 8331, 
demonic, 2, 8332, 
demonically, 1, 8334, 
demonstrate, 1, 8335, 
demonstrated, 1, 8336, 
demonstrating, 1, 8337, 
demonstration, 1, 8338, 
deni, 1, 8339, 
deniro, 4, 8340, 
denni, 6, 8344, 
denouement, 1, 8350, 
dense, 1, 8351, 
dentist, 1, 8352, 
denver, 3, 8353, 
deny, 2, 8356, 
denying, 1, 8358, 
depalma, 3, 8359, 
depardieu, 1, 8362, 
departing, 1, 8363, 
department, 6, 8364, 
departure, 2, 8370, 
depend, 2, 8372, 
depicted, 2, 8374, 
depicting, 1, 8376, 
depiction, 2, 8377, 
deport, 1, 8379, 
deporting, 1, 8380, 
deposition, 1, 8381, 
depraved, 1, 8382, 
depressed, 1, 8383, 
depressing, 1, 8384, 
depression, 1, 8385, 
depth, 2, 8386, 
derek, 1, 8388, 
derivative, 1, 8389, 
descend, 1, 8390, 
descent, 1, 8391, 
describe, 2, 8392, 
described, 4, 8394, 
desert, 2, 8398, 
deserve, 4, 8400, 
deserved, 3, 8404, 
design, 4, 8407, 
designation, 1, 8411, 
designed, 1, 8412, 
designer, 1, 8413, 
desiree, 1, 8414, 
desk, 1, 8415, 
desoto, 1, 8416, 
despair, 1, 8417, 
desperate, 1, 8418, 
desperately, 4, 8419, 
desperation, 1, 8423, 
desperatley, 1, 8424, 
despite, 8, 8425, 
destined, 2, 8433, 
destiny, 1, 8435, 
destroy, 2, 8436, 
destroyed, 2, 8438, 
destruction, 3, 8440, 
destructive, 3, 8443, 
detachment, 2, 8446, 
detail, 12, 8448, 
detailed, 2, 8460, 
detective, 5, 8462, 
detente, 1, 8467, 
deterioration, 1, 8468, 
determine, 1, 8469, 
detour, 1, 8470, 
detract, 2, 8471, 
detriot, 1, 8473, 
detroit, 4, 8474, 
devastating, 1, 8478, 
develop, 2, 8479, 
developed, 4, 8481, 
development, 2, 8485, 
developmental, 1, 8487, 
deviation, 1, 8488, 
device, 2, 8489, 
devil, 5, 8491, 
devil,, 1, 8496, 
devito, 1, 8497, 
devote, 1, 8498, 
devotion, 1, 8499, 
di, 1, 8500, 
diagnoi, 1, 8501, 
dialog, 1, 8502, 
dialogue, 21, 8503, 
diamond, 4, 8524, 
diappear, 1, 8528, 
diary, 2, 8529, 
dick, 3, 8531, 
dicken, 1, 8534, 
dicover, 3, 8535, 
dicredit, 1, 8538, 
did, 41, 8539, 
didn, 20, 8580, 
die, 9, 8600, 
diego, 2, 8609, 
diet, 1, 8611, 
differ, 120, 8612, 
difference, 6, 8732, 
different, 12, 8738, 
difficult, 11, 8750, 
difficulty, 2, 8761, 
digested, 1, 8763, 
dignam, 1, 8764, 
dignitary, 1, 8765, 
dignity, 2, 8766, 
digress, 1, 8768, 
dilemma, 3, 8769, 
diluted, 1, 8772, 
dimensional, 5, 8773, 
dimwitted, 1, 8778, 
diner, 2, 8779, 
ding, 1, 8781, 
dingy, 1, 8782, 
dinky, 1, 8783, 
dinner, 5, 8784, 
dinoaur, 1, 8789, 
dipsomaniac, 1, 8790, 
direct, 120, 8791, 
directed, 25, 8911, 
directing, 2, 8936, 
direction, 11, 8938, 
directive, 1, 8949, 
directly, 3, 8950, 
director, 38, 8953, 
director/, 1, 8991, 
director/screenwriter, 3, 8992, 
director/writer, 5, 8995, 
directorial, 1, 9000, 
dirt, 2, 9001, 
dirty, 5, 9003, 
dirupt, 1, 9008, 
disabled, 1, 9009, 
disagree, 1, 9010, 
disagreement, 1, 9011, 
disappear, 1, 9012, 
disappearance, 1, 9013, 
disappeared, 4, 9014, 
disappoint, 2, 9018, 
disappointed, 2, 9020, 
disappointing, 1, 9022, 
disappointment, 2, 9023, 
disaster, 3, 9025, 
disastrous, 2, 9028, 
disbelief, 3, 9030, 
disc, 1, 9033, 
disciple, 1, 9034, 
disco, 1, 9035, 
disconnected, 1, 9036, 
discover, 1, 9037, 
discovered, 2, 9038, 
discovering, 1, 9040, 
discreet, 1, 9041, 
discuss, 1, 9042, 
discussing, 1, 9043, 
discussion, 6, 9044, 
disease, 1, 9050, 
disgustingness, 1, 9051, 
disharmony, 1, 9052, 
dislike, 1, 9053, 
disliked, 1, 9054, 
disliking, 1, 9055, 
disney, 1, 9056, 
disorganized, 1, 9057, 
disparate, 2, 9058, 
dispassionately, 1, 9060, 
dispense, 1, 9061, 
displayed, 2, 9062, 
disreputable, 1, 9064, 
dissatisfaction, 1, 9065, 
dissolution, 1, 9066, 
dissolved, 1, 9067, 
dissuade, 1, 9068, 
distance, 1, 9069, 
distinct, 2, 9070, 
distinction, 1, 9072, 
distinguished, 1, 9073, 
distorted, 1, 9074, 
distracting, 2, 9075, 
distraught, 1, 9077, 
distress, 1, 9078, 
distressed, 1, 9079, 
distributor, 1, 9080, 
distrust, 1, 9081, 
disturb, 1, 9082, 
disturbed, 2, 9083, 
ditortion, 1, 9085, 
ditzy, 2, 9086, 
diverting, 1, 9088, 
division, 1, 9089, 
divorced, 1, 9090, 
divorced/widowed, 1, 9091, 
do., 1, 9092, 
do?, 1, 9093, 
doctor, 4, 9094, 
docu, 1, 9098, 
document, 4, 9099, 
documentary, 7, 9103, 
dodge, 1, 9110, 
doe, 48, 9111, 
doesn, 27, 9159, 
dog, 9, 9186, 
doin, 1, 9195, 
doing, 24, 9196, 
dolby, 1, 9220, 
doll, 2, 9221, 
dollar, 6, 9223, 
dollars?, 1, 9229, 
dolphin, 1, 9230, 
domain, 1, 9231, 
dominance, 1, 9232, 
dominate, 1, 9233, 
dominated, 2, 9234, 
dominating, 1, 9236, 
domination, 1, 9237, 
domino, 1, 9238, 
don, 45, 9239, 
done,, 1, 9284, 
donna, 1, 9285, 
donner, 1, 9286, 
donovan, 1, 9287, 
doom, 1, 9288, 
doomed, 1, 9289, 
door, 5, 9290, 
dopy, 1, 9295, 
dorothy, 1, 9296, 
dorothy]., 1, 9297, 
dory, 1, 9298, 
dose, 2, 9299, 
double, 2, 9301, 
doubt, 7, 9303, 
dove, 1, 9310, 
dow, 1, 9311, 
down, 39, 9312, 
downbeat, 1, 9351, 
downey, 1, 9352, 
downfall, 1, 9353, 
downhill, 1, 9354, 
downtown, 1, 9355, 
dozen, 4, 9356, 
dr, 4, 9360, 
drab, 2, 9364, 
dracula, 1, 9366, 
drafted, 1, 9367, 
drag, 2, 9368, 
dragged, 2, 9370, 
dragnet, 2, 9372, 
drain, 1, 9374, 
drama, 10, 9375, 
dramatic, 7, 9385, 
dramatization, 1, 9392, 
drawing, 1, 9393, 
drawl, 1, 9394, 
drawn, 5, 9395, 
dream, 7, 9400, 
dream., 1, 9407, 
dreamed, 1, 9408, 
dreamscape, 1, 9409, 
dreary, 1, 9410, 
drenche, 1, 9411, 
dress, 1, 9412, 
dressed, 1, 9413, 
drew, 2, 9414, 
dreyfus, 2, 9416, 
drift, 1, 9418, 
drifter, 1, 9419, 
drill, 2, 9420, 
drink, 3, 9422, 
drinking, 1, 9425, 
drive, 3, 9426, 
driven, 2, 9429, 
driver, 2, 9431, 
driving, 4, 9433, 
drollery, 1, 9437, 
drop, 6, 9438, 
dropping, 2, 9444, 
dross, 1, 9446, 
drudgery, 1, 9447, 
drug, 7, 9448, 
drunk, 1, 9455, 
drunkard, 1, 9456, 
drunkenly, 1, 9457, 
dry, 2, 9458, 
dubbing, 2, 9460, 
dubious, 1, 9462, 
duck, 1, 9463, 
ducking, 1, 9464, 
due, 120, 9465, 
duff, 1, 9585, 
dull, 5, 9586, 
